name	x	y	z	size	type
A1	-1.575	65.124	-4.775	unknown	SEEG
A2	-4.905	65.752	-4.266	unknown	SEEG
A3	-8.640	65.875	-3.605	unknown	SEEG
A4	-11.455	66.082	-3.125	unknown	SEEG
A5	-14.785	66.711	-2.616	unknown	SEEG
A6	-18.520	66.834	-1.955	unknown	SEEG
A7	-21.794	66.999	-1.385	unknown	SEEG
A8	-25.584	67.585	-0.786	unknown	SEEG
A9	-29.036	67.600	-1.188	unknown	SEEG
A10	-32.311	67.765	-0.618	unknown	SEEG
A11	-36.046	67.888	0.043	unknown	SEEG
A12	-39.321	68.053	0.613	unknown	SEEG
A13	-43.111	68.639	1.213	unknown	SEEG
A14	-46.563	68.654	0.810	unknown	SEEG
A15	-49.838	68.819	1.381	unknown	SEEG
A16	-53.573	68.942	2.042	unknown	SEEG
B1	-4.711	51.985	-7.324	unknown	SEEG
B2	-7.919	53.227	-5.903	unknown	SEEG
B3	-11.127	54.468	-4.483	unknown	SEEG
B4	-14.850	56.131	-3.033	unknown	SEEG
B5	-18.057	57.372	-1.613	unknown	SEEG
B6	-21.780	59.035	-0.163	unknown	SEEG
B7	-25.448	60.234	1.348	unknown	SEEG
B8	-28.656	61.475	2.769	unknown	SEEG
B9	-32.269	62.211	4.341	unknown	SEEG
B10	-35.477	63.452	5.761	unknown	SEEG
B11	-38.932	65.140	6.131	unknown	SEEG
B12	-42.640	66.670	7.598	unknown	SEEG
B13	-45.848	67.912	9.018	unknown	SEEG
B14	-49.461	68.647	10.590	unknown	SEEG
B15	-53.360	70.160	11.067	unknown	SEEG
B16	-56.108	71.445	12.398	unknown	SEEG
C1	-32.300	42.134	-2.846	unknown	SEEG
C2	-31.989	44.437	-0.173	unknown	SEEG
C3	-33.013	46.749	3.770	unknown	SEEG
C4	-33.362	48.607	6.631	unknown	SEEG
C5	-34.014	51.337	10.442	unknown	SEEG
C6	-34.384	53.108	13.321	unknown	SEEG
C7	-34.864	55.303	16.497	unknown	SEEG
C8	-35.517	57.683	20.020	unknown	SEEG
C9	-36.071	59.437	22.935	unknown	SEEG
C10	-36.519	61.937	26.744	unknown	SEEG
C11	-37.314	63.768	29.691	unknown	SEEG
C12	-37.746	66.135	33.517	unknown	SEEG
C13	-38.466	68.108	36.429	unknown	SEEG
C14	-39.271	70.073	39.357	unknown	SEEG
C15	-39.923	71.818	42.291	unknown	SEEG
C16	-40.558	73.932	46.194	unknown	SEEG
D1	-25.620	46.447	-23.228	unknown	SEEG
D2	-28.773	47.225	-21.746	unknown	SEEG
D3	-31.531	48.098	-20.351	unknown	SEEG
D4	-35.134	49.245	-18.844	unknown	SEEG
D5	-37.827	50.066	-17.452	unknown	SEEG
D6	-40.520	50.886	-16.060	unknown	SEEG
D7	-43.213	51.707	-14.669	unknown	SEEG
D8	-46.421	52.949	-13.248	unknown	SEEG
D9	-49.574	53.727	-11.766	unknown	SEEG
D10	-52.267	54.548	-10.374	unknown	SEEG
E1	-33.154	36.023	9.557	unknown	SEEG
E2	-36.025	36.695	9.976	unknown	SEEG
E3	-39.354	37.323	10.485	unknown	SEEG
E4	-42.684	37.952	10.994	unknown	SEEG
E5	-46.191	38.431	10.530	unknown	SEEG
E6	-49.576	39.523	10.978	unknown	SEEG
E7	-52.906	40.151	11.487	unknown	SEEG
E8	-56.413	40.630	11.023	unknown	SEEG
E9	-59.798	41.722	11.471	unknown	SEEG
E10	-63.643	42.772	12.009	unknown	SEEG
F1	-33.605	25.136	14.396	unknown	SEEG
F2	-36.487	24.268	14.026	unknown	SEEG
F3	-39.424	23.862	13.595	unknown	SEEG
F4	-43.686	22.866	13.496	unknown	SEEG
F5	-46.623	22.460	13.064	unknown	SEEG
F6	-49.560	22.055	12.633	unknown	SEEG
F7	-53.362	21.101	12.443	unknown	SEEG
F8	-56.759	20.653	12.102	unknown	SEEG
F9	-60.616	20.163	11.851	unknown	SEEG
F10	-63.958	19.251	11.572	unknown	SEEG
G1	-29.310	38.613	-28.548	unknown	SEEG
G2	-32.868	38.885	-26.915	unknown	SEEG
G3	-36.143	39.050	-26.345	unknown	SEEG
G4	-39.241	39.365	-24.801	unknown	SEEG
G5	-42.744	39.174	-23.107	unknown	SEEG
G6	-45.559	39.381	-22.626	unknown	SEEG
G7	-48.657	39.696	-21.083	unknown	SEEG
G8	-52.392	39.819	-20.423	unknown	SEEG
G9	-55.490	40.133	-18.879	unknown	SEEG
G10	-58.533	39.985	-17.275	unknown	SEEG
H1	-27.078	30.648	-18.478	unknown	SEEG
H2	-29.838	30.392	-17.936	unknown	SEEG
H3	-33.003	29.630	-17.243	unknown	SEEG
H4	-36.683	29.289	-16.521	unknown	SEEG
H5	-40.540	28.799	-16.772	unknown	SEEG
H6	-44.220	28.458	-16.050	unknown	SEEG
H7	-47.440	28.160	-15.419	unknown	SEEG
H8	-50.660	27.861	-14.787	unknown	SEEG
H9	-54.517	27.371	-15.038	unknown	SEEG
H10	-58.657	26.987	-14.226	unknown	SEEG
I1	-16.654	33.409	-3.323	unknown	SEEG
I2	-19.929	33.574	-2.752	unknown	SEEG
I3	-23.326	33.126	-3.094	unknown	SEEG
I4	-26.951	33.032	-3.448	unknown	SEEG
I5	-30.690	33.115	-3.808	unknown	SEEG
I6	-33.627	32.709	-4.239	unknown	SEEG
I7	-36.902	32.875	-3.669	unknown	SEEG
I8	-40.814	32.847	-3.981	unknown	SEEG
I9	-44.671	32.357	-4.232	unknown	SEEG
I10	-48.123	32.373	-4.635	unknown	SEEG
I11	-51.520	31.925	-4.976	unknown	SEEG
I12	-54.795	32.090	-4.405	unknown	SEEG
I13	-58.247	32.105	-4.808	unknown	SEEG
I14	-61.699	32.121	-5.210	unknown	SEEG
J1	-18.095	22.031	-1.311	unknown	SEEG
J2	-21.087	22.089	-1.804	unknown	SEEG
J3	-24.944	21.598	-2.055	unknown	SEEG
J4	-28.341	21.150	-2.396	unknown	SEEG
J5	-32.076	21.273	-1.735	unknown	SEEG
J6	-35.068	21.331	-2.228	unknown	SEEG
J7	-38.925	20.840	-2.479	unknown	SEEG
J8	-42.605	20.499	-1.757	unknown	SEEG
J9	-46.057	20.515	-2.159	unknown	SEEG
J10	-49.914	20.024	-2.410	unknown	SEEG
J11	-52.729	20.232	-1.930	unknown	SEEG
J12	-56.126	19.784	-2.271	unknown	SEEG
J13	-60.443	19.251	-2.432	unknown	SEEG
J14	-63.718	19.416	-1.861	unknown	SEEG
K1	-16.557	5.503	6.090	unknown	SEEG
K2	-20.237	5.162	6.812	unknown	SEEG
K3	-23.457	4.864	7.444	unknown	SEEG
K4	-27.247	5.450	8.043	unknown	SEEG
K5	-30.522	5.615	8.614	unknown	SEEG
K6	-33.742	5.316	9.245	unknown	SEEG
K7	-37.477	5.439	9.906	unknown	SEEG
K8	-40.292	5.647	10.386	unknown	SEEG
K9	-44.204	5.619	10.074	unknown	SEEG
K10	-47.939	5.742	10.735	unknown	SEEG
K11	-51.214	5.907	11.305	unknown	SEEG
K12	-54.489	6.072	11.876	unknown	SEEG
K13	-57.709	5.774	12.507	unknown	SEEG
K14	-61.444	5.896	13.168	unknown	SEEG
K15	-64.719	6.062	13.738	unknown	SEEG
K16	-68.304	6.229	14.365	unknown	SEEG
L1	-24.195	14.911	-6.303	unknown	SEEG
L2	-27.415	14.612	-5.671	unknown	SEEG
L3	-31.040	13.808	-4.888	unknown	SEEG
L4	-34.720	13.467	-4.166	unknown	SEEG
L5	-37.940	13.169	-3.534	unknown	SEEG
L6	-41.337	12.721	-3.875	unknown	SEEG
L7	-45.017	12.380	-3.153	unknown	SEEG
L8	-48.237	12.081	-2.522	unknown	SEEG
L9	-51.457	11.783	-1.890	unknown	SEEG
L10	-55.597	11.399	-1.078	unknown	SEEG
L11	-58.817	11.101	-0.446	unknown	SEEG
L12	-62.214	10.653	-0.787	unknown	SEEG
L13	-65.894	10.312	-0.065	unknown	SEEG
L14	-69.059	9.550	0.628	unknown	SEEG
M1	-14.573	-3.018	12.180	unknown	SEEG
M2	-18.025	-3.003	11.777	unknown	SEEG
M3	-20.962	-3.408	11.346	unknown	SEEG
M4	-24.679	-3.511	11.010	unknown	SEEG
M5	-28.326	-3.420	10.631	unknown	SEEG
M6	-31.723	-3.867	10.290	unknown	SEEG
M7	-34.998	-3.702	10.861	unknown	SEEG
M8	-38.855	-4.193	10.610	unknown	SEEG
M9	-42.307	-4.177	10.207	unknown	SEEG
M10	-46.164	-4.668	9.957	unknown	SEEG
M11	-49.331	-5.095	9.570	unknown	SEEG
M12	-53.013	-5.100	9.213	unknown	SEEG
M13	-56.870	-5.591	8.962	unknown	SEEG
M14	-60.782	-5.618	8.650	unknown	SEEG
N1	-0.755	-12.194	31.636	unknown	SEEG
N2	-4.435	-12.534	32.358	unknown	SEEG
N3	-8.225	-11.948	32.958	unknown	SEEG
N4	-12.530	-10.942	33.586	unknown	SEEG
N5	-16.265	-10.819	34.246	unknown	SEEG
N6	-20.460	-10.739	34.997	unknown	SEEG
N7	-24.195	-10.617	35.658	unknown	SEEG
N8	-27.930	-10.494	36.319	unknown	SEEG
N9	-32.125	-10.414	37.069	unknown	SEEG
N10	-35.860	-10.292	37.730	unknown	SEEG
N11	-39.650	-9.706	38.330	unknown	SEEG
N12	-43.722	-9.013	39.992	unknown	SEEG
N13	-47.458	-8.891	40.653	unknown	SEEG
N14	-51.708	-8.347	41.342	unknown	SEEG
N15	-55.903	-8.267	42.093	unknown	SEEG
N16	-60.097	-8.187	42.844	unknown	SEEG
