name	x	y	z	size	type
A1	8.249	1.723	-1.919	unknown	SEEG
A2	11.526	1.816	-1.861	unknown	SEEG
A3	14.864	2.578	-1.437	unknown	SEEG
A4	18.326	2.917	-1.013	unknown	SEEG
A5	21.911	3.426	-1.098	unknown	SEEG
A6	25.249	4.103	-0.589	unknown	SEEG
A7	28.587	4.644	-0.500	unknown	SEEG
A8	31.925	5.204	-0.165	unknown	SEEG
A9	35.387	5.882	-0.080	unknown	SEEG
A10	38.972	6.306	0.004	unknown	SEEG
A11	42.434	7.033	0.146	unknown	SEEG
A12	45.772	7.738	0.500	unknown	SEEG
A13	49.480	8.233	0.500	unknown	SEEG
A14	52.728	8.911	1.071	unknown	SEEG
B1	6.087	-11.939	-0.203	unknown	SEEG
B2	8.827	-12.096	-1.182	unknown	SEEG
B3	12.380	-12.096	-2.058	unknown	SEEG
B4	15.628	-12.096	-2.934	unknown	SEEG
B5	18.876	-11.939	-3.500	unknown	SEEG
B6	22.327	-11.634	-4.500	unknown	SEEG
B7	25.981	-11.721	-5.061	unknown	SEEG
B8	29.331	-11.532	-5.500	unknown	SEEG
B9	32.985	-11.346	-6.186	unknown	SEEG
B10	36.233	-11.227	-6.500	unknown	SEEG
B11	39.684	-11.227	-6.500	unknown	SEEG
B12	43.034	-11.096	-6.937	unknown	SEEG
B13	46.761	-10.846	-7.062	unknown	SEEG
B14	50.111	-10.721	-7.500	unknown	SEEG
C1	-16.154	47.089	44.337	unknown	SEEG
C2	-18.969	47.513	44.726	unknown	SEEG
C3	-22.420	48.295	45.500	unknown	SEEG
C4	-25.871	49.032	46.044	unknown	SEEG
C5	-28.916	49.639	47.057	unknown	SEEG
C6	-32.367	50.327	47.500	unknown	SEEG
C7	-35.818	50.835	48.500	unknown	SEEG
C8	-39.168	51.241	49.500	unknown	SEEG
C9	-42.619	51.867	49.997	unknown	SEEG
C10	-45.766	52.359	51.336	unknown	SEEG
D1	-16.165	18.321	39.302	unknown	SEEG
D2	-20.032	18.204	39.944	unknown	SEEG
D3	-23.254	18.088	40.500	unknown	SEEG
D4	-26.678	17.961	40.936	unknown	SEEG
D5	-30.226	17.972	41.500	unknown	SEEG
D6	-33.657	17.961	41.951	unknown	SEEG
D7	-37.082	17.855	42.500	unknown	SEEG
D8	-40.350	17.739	43.150	unknown	SEEG
D9	-44.084	17.739	43.996	unknown	SEEG
D10	-47.325	17.739	44.420	unknown	SEEG
D11	-50.706	17.739	44.913	unknown	SEEG
D12	-54.396	17.739	45.500	unknown	SEEG
D13	-57.963	17.739	45.971	unknown	SEEG
D14	-61.359	17.820	46.500	unknown	SEEG
E1	-41.883	7.002	38.856	unknown	SEEG
E2	-45.180	6.769	39.500	unknown	SEEG
E3	-48.557	6.537	40.040	unknown	SEEG
E4	-52.036	6.420	40.500	unknown	SEEG
E5	-55.136	6.304	41.080	unknown	SEEG
E6	-58.715	6.188	41.658	unknown	SEEG
E7	-62.293	5.955	42.005	unknown	SEEG
E8	-65.747	5.723	42.500	unknown	SEEG
E9	-69.334	5.723	42.929	unknown	SEEG
F1	-39.117	-14.057	34.775	unknown	SEEG
F2	-42.275	-13.935	35.500	unknown	SEEG
F3	-45.761	-13.470	36.500	unknown	SEEG
F4	-48.898	-13.121	37.500	unknown	SEEG
F5	-52.268	-12.772	38.500	unknown	SEEG
F6	-55.754	-12.423	39.500	unknown	SEEG
F7	-58.892	-12.074	40.500	unknown	SEEG
F8	-62.261	-11.609	41.500	unknown	SEEG
F9	-65.747	-11.260	42.211	unknown	SEEG
G1	-23.032	52.642	20.500	unknown	SEEG
G2	-25.212	53.226	21.207	unknown	SEEG
G3	-28.395	54.264	22.016	unknown	SEEG
G4	-31.908	55.367	22.500	unknown	SEEG
G5	-35.091	56.246	23.500	unknown	SEEG
G6	-38.165	57.381	23.980	unknown	SEEG
G7	-41.597	58.766	25.020	unknown	SEEG
G8	-44.477	59.803	25.763	unknown	SEEG
H1	-25.212	36.249	19.036	unknown	SEEG
H2	-28.615	36.392	19.861	unknown	SEEG
H3	-31.688	36.828	20.298	unknown	SEEG
H4	-35.091	37.482	20.844	unknown	SEEG
H5	-38.714	37.918	21.062	unknown	SEEG
H6	-42.007	38.354	21.826	unknown	SEEG
H7	-45.409	38.790	22.044	unknown	SEEG
H8	-48.812	39.336	22.808	unknown	SEEG
H9	-52.325	39.772	23.245	unknown	SEEG
H10	-56.057	40.099	23.900	unknown	SEEG
H11	-59.350	40.753	24.009	unknown	SEEG
H12	-63.029	41.054	24.698	unknown	SEEG
I1	-47.597	-9.078	11.222	unknown	SEEG
I2	-50.808	-10.063	12.500	unknown	SEEG
I3	-53.992	-10.904	13.916	unknown	SEEG
I4	-57.065	-11.667	15.335	unknown	SEEG
I5	-60.358	-12.321	16.645	unknown	SEEG
I6	-63.541	-13.084	17.954	unknown	SEEG
I7	-66.285	-14.019	18.997	unknown	SEEG
J1	-33.002	12.189	15.500	unknown	SEEG
J2	-36.186	12.866	15.007	unknown	SEEG
J3	-39.698	13.630	14.680	unknown	SEEG
J4	-42.881	14.284	14.680	unknown	SEEG
J5	-46.525	15.156	14.571	unknown	SEEG
J6	-49.687	15.810	14.462	unknown	SEEG
J7	-53.090	16.683	14.352	unknown	SEEG
J8	-56.492	17.555	14.243	unknown	SEEG
J9	-60.115	18.427	14.025	unknown	SEEG
J10	-63.298	19.190	14.134	unknown	SEEG
J11	-67.030	20.063	14.025	unknown	SEEG
J12	-70.184	20.890	13.962	unknown	SEEG
K1	-36.454	2.892	4.500	unknown	SEEG
K2	-39.655	3.383	5.086	unknown	SEEG
K3	-42.720	3.822	5.500	unknown	SEEG
K4	-46.088	4.361	5.948	unknown	SEEG
K5	-49.468	4.592	6.068	unknown	SEEG
K6	-53.148	5.361	6.500	unknown	SEEG
K7	-56.441	5.779	7.040	unknown	SEEG
K8	-59.844	6.350	7.500	unknown	SEEG
K9	-63.425	6.789	7.923	unknown	SEEG
K10	-67.023	7.339	8.032	unknown	SEEG
K11	-70.137	7.746	8.500	unknown	SEEG
L1	-34.369	0.052	-1.500	unknown	SEEG
L2	-37.584	-0.657	-0.917	unknown	SEEG
L3	-40.855	-1.271	-0.153	unknown	SEEG
L4	-44.453	-2.115	0.174	unknown	SEEG
L5	-47.833	-2.651	0.938	unknown	SEEG
L6	-51.104	-3.342	1.047	unknown	SEEG
L7	-54.593	-4.032	1.702	unknown	SEEG
L8	-57.864	-4.416	2.139	unknown	SEEG
L9	-61.292	-4.964	2.500	unknown	SEEG
L10	-64.981	-5.452	3.111	unknown	SEEG
L11	-68.186	-5.847	3.500	unknown	SEEG
L12	-71.442	-6.296	3.906	unknown	SEEG
M1	-29.349	-10.473	-3.500	unknown	SEEG
M2	-32.693	-11.780	-3.074	unknown	SEEG
M3	-36.183	-12.565	-2.500	unknown	SEEG
M4	-39.556	-13.454	-1.987	unknown	SEEG
M5	-42.800	-14.400	-1.935	unknown	SEEG
M6	-46.291	-15.201	-1.500	unknown	SEEG
M7	-49.576	-16.295	-1.024	unknown	SEEG
M8	-52.965	-17.129	-1.024	unknown	SEEG
M9	-56.661	-18.181	-0.500	unknown	SEEG
M10	-59.947	-18.948	-0.114	unknown	SEEG
M11	-63.372	-19.782	-0.038	unknown	SEEG
M12	-66.728	-20.676	0.500	unknown	SEEG
