name	x	y	z	size	type
A1	-7.369	33.347	73.511	unknown	SEEG
A2	-10.401	32.520	74.600	unknown	SEEG
A3	-13.262	31.641	75.516	unknown	SEEG
A4	-16.695	30.322	76.432	unknown	SEEG
A5	-19.882	29.657	77.000	unknown	SEEG
A6	-23.122	28.762	78.000	unknown	SEEG
A7	-26.139	27.979	79.000	unknown	SEEG
A8	-29.714	26.973	80.000	unknown	SEEG
A9	-33.178	26.078	81.000	unknown	SEEG
A10	-36.326	25.301	81.793	unknown	SEEG
B1	-18.429	39.130	47.437	unknown	SEEG
B2	-22.262	39.111	47.494	unknown	SEEG
B3	-25.639	38.872	48.000	unknown	SEEG
B4	-29.014	38.672	48.296	unknown	SEEG
B5	-32.561	38.672	48.410	unknown	SEEG
B6	-36.337	38.232	48.525	unknown	SEEG
B7	-39.999	38.067	48.525	unknown	SEEG
B8	-43.547	38.067	48.868	unknown	SEEG
B9	-47.099	38.185	49.000	unknown	SEEG
B10	-50.403	38.234	49.000	unknown	SEEG
B11	-53.759	38.067	49.149	unknown	SEEG
B12	-57.180	38.067	49.298	unknown	SEEG
B13	-60.750	38.067	49.447	unknown	SEEG
B14	-64.320	38.067	49.447	unknown	SEEG
B15	-68.123	38.021	49.473	unknown	SEEG
C1	21.411	-12.737	41.000	unknown	SEEG
C2	24.523	-13.623	41.469	unknown	SEEG
C3	27.934	-14.062	41.725	unknown	SEEG
C4	31.601	-15.381	42.152	unknown	SEEG
C5	35.182	-15.820	42.750	unknown	SEEG
C6	38.448	-16.892	43.000	unknown	SEEG
C7	41.998	-17.609	43.226	unknown	SEEG
C8	45.465	-18.474	43.486	unknown	SEEG
D1	-25.131	53.136	22.750	unknown	SEEG
D2	-28.709	53.174	23.067	unknown	SEEG
D3	-31.860	52.734	23.501	unknown	SEEG
D4	-35.619	52.180	24.000	unknown	SEEG
D5	-38.843	51.855	24.499	unknown	SEEG
D6	-42.279	51.416	24.610	unknown	SEEG
D7	-45.592	51.334	25.000	unknown	SEEG
D8	-49.310	50.996	25.000	unknown	SEEG
D9	-53.252	50.537	25.498	unknown	SEEG
D10	-56.467	50.537	25.720	unknown	SEEG
D11	-59.791	50.319	26.000	unknown	SEEG
D12	-63.007	49.981	26.607	unknown	SEEG
D13	-66.764	50.060	26.813	unknown	SEEG
E1	-29.872	25.786	24.516	unknown	SEEG
E2	-33.008	25.158	24.000	unknown	SEEG
E3	-36.396	24.530	24.000	unknown	SEEG
E4	-39.886	23.730	23.439	unknown	SEEG
E5	-43.252	23.291	23.314	unknown	SEEG
E6	-46.936	23.149	23.000	unknown	SEEG
E7	-50.232	22.852	22.815	unknown	SEEG
E8	-53.712	22.395	23.000	unknown	SEEG
E9	-57.212	21.973	22.940	unknown	SEEG
E10	-61.200	21.516	23.563	unknown	SEEG
E11	-64.566	21.516	23.563	unknown	SEEG
E12	-67.820	21.304	24.090	unknown	SEEG
F1	0.882	-33.158	30.000	unknown	SEEG
F2	4.310	-33.838	29.439	unknown	SEEG
F3	7.714	-33.953	29.000	unknown	SEEG
F4	11.165	-34.277	28.565	unknown	SEEG
F5	14.531	-34.717	28.441	unknown	SEEG
F6	18.201	-35.066	28.000	unknown	SEEG
F7	21.511	-35.596	27.692	unknown	SEEG
F8	25.192	-35.861	27.000	unknown	SEEG
F9	28.491	-36.475	26.444	unknown	SEEG
F10	31.856	-36.657	26.320	unknown	SEEG
F11	35.778	-37.306	25.768	unknown	SEEG
G1	-29.738	12.930	17.000	unknown	SEEG
G2	-33.009	12.305	17.526	unknown	SEEG
G3	-36.457	11.865	17.526	unknown	SEEG
