name	x	y	z	size	type
A1	24.171	33.683	17.531	unknown	SEEG
A2	27.031	34.073	15.758	unknown	SEEG
A3	30.110	34.415	14.701	unknown	SEEG
A4	33.371	34.289	13.911	unknown	SEEG
A5	36.696	34.262	12.629	unknown	SEEG
A6	40.122	34.077	12.186	unknown	SEEG
A7	43.565	33.484	11.664	unknown	SEEG
A8	47.067	33.017	11.601	unknown	SEEG
A9	50.608	32.430	11.069	unknown	SEEG
A10	54.219	32.023	10.999	unknown	SEEG
B1	26.288	16.115	18.638	unknown	SEEG
B2	29.470	15.914	18.221	unknown	SEEG
B3	32.877	16.137	17.856	unknown	SEEG
B4	36.288	15.974	17.293	unknown	SEEG
B5	39.894	15.947	16.731	unknown	SEEG
B6	43.140	15.806	16.579	unknown	SEEG
B7	46.697	15.790	16.268	unknown	SEEG
B8	50.259	15.590	15.932	unknown	SEEG
B9	54.017	15.859	15.408	unknown	SEEG
B10	57.816	15.431	15.214	unknown	SEEG
B11	61.133	15.239	14.782	unknown	SEEG
B12	64.649	14.937	14.504	unknown	SEEG
C1	28.494	-1.110	14.582	unknown	SEEG
C2	31.647	-0.975	15.256	unknown	SEEG
C3	34.955	-1.082	16.362	unknown	SEEG
C4	38.172	-1.069	17.251	unknown	SEEG
C5	41.570	-1.021	18.441	unknown	SEEG
C6	44.731	-0.872	19.349	unknown	SEEG
C7	48.123	-0.843	20.230	unknown	SEEG
C8	51.514	-0.860	21.339	unknown	SEEG
C9	54.922	-0.819	22.197	unknown	SEEG
C10	58.242	-0.756	23.076	unknown	SEEG
C11	61.498	-0.832	24.015	unknown	SEEG
C12	65.281	-1.138	24.531	unknown	SEEG
D1	27.793	-11.102	17.335	unknown	SEEG
D2	30.459	-10.730	18.219	unknown	SEEG
D3	33.873	-10.718	18.946	unknown	SEEG
D4	38.020	-10.529	20.063	unknown	SEEG
D5	41.302	-10.337	20.884	unknown	SEEG
D6	44.652	-10.128	21.705	unknown	SEEG
D7	48.123	-9.926	22.527	unknown	SEEG
D8	51.420	-9.736	23.280	unknown	SEEG
D9	54.854	-9.520	24.018	unknown	SEEG
D10	58.166	-9.402	24.771	unknown	SEEG
D11	61.716	-9.360	25.462	unknown	SEEG
D12	65.107	-9.200	26.068	unknown	SEEG
E1	29.790	-20.565	19.549	unknown	SEEG
E2	33.068	-20.214	19.671	unknown	SEEG
E3	36.471	-19.965	19.994	unknown	SEEG
E4	39.896	-19.717	20.108	unknown	SEEG
E5	43.592	-19.464	20.605	unknown	SEEG
E6	47.217	-19.149	20.832	unknown	SEEG
E7	50.462	-19.036	20.983	unknown	SEEG
E8	54.074	-18.910	21.508	unknown	SEEG
E9	57.740	-18.780	21.716	unknown	SEEG
E10	61.003	-18.754	21.913	unknown	SEEG
E11	64.458	-18.610	22.374	unknown	SEEG
E12	67.974	-18.463	21.982	unknown	SEEG
