name	x	y	z	size	type
A1	-17.066	-53.127	7.443	unknown	SEEG
A2	-13.649	-54.199	8.000	unknown	SEEG
A3	-10.137	-55.264	8.415	unknown	SEEG
A4	-7.225	-56.209	8.548	unknown	SEEG
A5	-3.609	-57.549	9.000	unknown	SEEG
A6	-0.605	-58.755	9.476	unknown	SEEG
A7	2.682	-60.363	10.000	unknown	SEEG
A8	5.485	-61.703	10.668	unknown	SEEG
A9	8.974	-63.277	11.387	unknown	SEEG
A10	12.053	-64.919	12.000	unknown	SEEG
A11	15.123	-66.362	12.719	unknown	SEEG
B1	-22.139	-43.529	34.876	unknown	SEEG
B2	-18.870	-44.584	35.126	unknown	SEEG
B3	-15.657	-46.320	35.660	unknown	SEEG
B4	-12.444	-47.633	36.000	unknown	SEEG
B5	-9.365	-48.858	36.329	unknown	SEEG
B6	-5.885	-50.461	36.596	unknown	SEEG
B7	-2.806	-51.653	37.000	unknown	SEEG
B8	0.407	-53.132	37.398	unknown	SEEG
B9	3.620	-54.734	37.666	unknown	SEEG
B10	6.966	-55.941	38.000	unknown	SEEG
B11	10.056	-57.340	38.561	unknown	SEEG
C1	-11.055	-25.922	45.940	unknown	SEEG
C2	-8.171	-27.131	46.339	unknown	SEEG
C3	-4.948	-29.091	46.489	unknown	SEEG
C4	-1.869	-30.561	46.489	unknown	SEEG
C5	1.344	-32.163	46.890	unknown	SEEG
C6	4.155	-33.499	47.158	unknown	SEEG
C7	7.502	-35.369	47.425	unknown	SEEG
C8	10.447	-36.913	48.000	unknown	SEEG
C9	13.793	-38.655	48.000	unknown	SEEG
C10	17.006	-40.043	48.361	unknown	SEEG
C11	20.435	-41.668	49.000	unknown	SEEG
D1	14.102	-29.165	16.501	unknown	SEEG
D2	17.090	-30.350	17.599	unknown	SEEG
D3	19.977	-31.403	18.781	unknown	SEEG
D4	23.310	-32.720	20.000	unknown	SEEG
D5	26.014	-33.471	21.015	unknown	SEEG
D6	29.361	-34.783	22.432	unknown	SEEG
D7	32.398	-35.856	24.000	unknown	SEEG
E1	-9.912	2.056	46.684	unknown	SEEG
E2	-6.624	1.397	48.000	unknown	SEEG
E3	-3.335	0.607	49.000	unknown	SEEG
E4	0.085	-0.314	50.000	unknown	SEEG
E5	3.374	-0.973	51.000	unknown	SEEG
E6	6.794	-1.499	52.000	unknown	SEEG
E7	9.951	-2.289	53.000	unknown	SEEG
E8	13.240	-3.079	54.000	unknown	SEEG
E9	16.660	-4.001	55.000	unknown	SEEG
E10	19.948	-4.923	56.000	unknown	SEEG
E11	23.237	-5.581	57.000	unknown	SEEG
E12	26.526	-6.371	58.000	unknown	SEEG
E13	29.946	-7.293	59.000	unknown	SEEG
E14	33.224	-7.975	60.000	unknown	SEEG
F1	-8.809	34.816	61.578	unknown	SEEG
F2	-5.594	34.816	62.301	unknown	SEEG
F3	-2.444	34.553	62.695	unknown	SEEG
F4	1.100	34.553	63.352	unknown	SEEG
F5	4.740	34.290	64.000	unknown	SEEG
F6	8.056	34.290	64.403	unknown	SEEG
F7	11.580	34.290	65.000	unknown	SEEG
F8	15.012	34.290	65.454	unknown	SEEG
F9	18.552	34.079	66.456	unknown	SEEG
F10	21.896	34.080	67.000	unknown	SEEG
G1	-22.823	-63.991	-5.301	unknown	SEEG
G2	-25.586	-62.806	-6.000	unknown	SEEG
G3	-29.006	-61.752	-6.000	unknown	SEEG
G4	-32.426	-60.841	-6.418	unknown	SEEG
G5	-35.715	-59.922	-6.681	unknown	SEEG
G6	-39.135	-58.741	-6.549	unknown	SEEG
G7	-42.687	-57.934	-7.000	unknown	SEEG
G8	-45.975	-57.144	-7.000	unknown	SEEG
G9	-49.264	-56.222	-7.000	unknown	SEEG
G10	-52.947	-55.300	-7.000	unknown	SEEG
G11	-56.236	-54.379	-7.000	unknown	SEEG
G12	-59.726	-53.597	-8.000	unknown	SEEG
H1	-26.858	-46.054	19.904	unknown	SEEG
H2	-29.795	-44.240	19.000	unknown	SEEG
H3	-32.902	-42.791	18.558	unknown	SEEG
H4	-35.978	-41.343	18.000	unknown	SEEG
H5	-39.305	-39.763	17.385	unknown	SEEG
H6	-42.148	-38.254	17.000	unknown	SEEG
H7	-45.437	-36.779	16.573	unknown	SEEG
H8	-48.535	-35.139	16.000	unknown	SEEG
H9	-51.750	-33.992	15.489	unknown	SEEG
H10	-54.922	-32.516	15.000	unknown	SEEG
H11	-58.242	-31.041	14.677	unknown	SEEG
H12	-61.399	-29.917	14.406	unknown	SEEG
H13	-64.691	-28.448	14.000	unknown	SEEG
H14	-67.929	-27.012	13.594	unknown	SEEG
I1	-48.880	-20.960	14.481	unknown	SEEG
I2	-51.379	-19.960	14.000	unknown	SEEG
I3	-54.661	-18.622	13.226	unknown	SEEG
I4	-57.853	-17.167	12.498	unknown	SEEG
I5	-61.409	-15.762	12.000	unknown	SEEG
I6	-64.326	-14.438	11.587	unknown	SEEG
I7	-67.609	-12.932	11.000	unknown	SEEG
I8	-70.582	-11.639	10.418	unknown	SEEG
J1	-20.679	15.157	55.755	unknown	SEEG
J2	-23.597	16.343	55.000	unknown	SEEG
J3	-26.788	17.530	54.000	unknown	SEEG
J4	-29.980	18.918	53.352	unknown	SEEG
J5	-33.262	20.098	52.466	unknown	SEEG
J6	-36.362	21.499	51.433	unknown	SEEG
J7	-39.742	22.641	50.718	unknown	SEEG
J8	-42.836	24.101	50.000	unknown	SEEG
J9	-46.027	25.334	49.292	unknown	SEEG
J10	-49.127	26.735	48.554	unknown	SEEG
J11	-52.501	28.026	48.000	unknown	SEEG
J12	-55.782	29.444	47.000	unknown	SEEG
J13	-58.839	30.713	47.000	unknown	SEEG
J14	-62.120	31.982	46.000	unknown	SEEG
J15	-65.460	33.446	45.376	unknown	SEEG
