name	x	y	z	size	type
A1	18.846	-0.339	47.500	unknown	SEEG
A2	21.755	-1.741	47.987	unknown	SEEG
A3	24.820	-3.373	48.871	unknown	SEEG
A4	27.830	-4.950	49.112	unknown	SEEG
A5	30.967	-6.527	49.500	unknown	SEEG
A6	33.730	-8.105	50.076	unknown	SEEG
A7	37.027	-9.808	51.000	unknown	SEEG
A8	40.058	-11.381	51.500	unknown	SEEG
A9	43.330	-13.059	51.965	unknown	SEEG
A10	46.239	-14.625	52.808	unknown	SEEG
A11	49.512	-16.355	53.500	unknown	SEEG
A12	52.118	-17.739	54.111	unknown	SEEG
B1	15.223	-30.910	39.500	unknown	SEEG
B2	17.837	-31.353	39.109	unknown	SEEG
B3	21.569	-31.353	38.988	unknown	SEEG
B4	24.952	-31.353	38.500	unknown	SEEG
B5	28.467	-31.474	38.500	unknown	SEEG
B6	32.225	-31.602	37.984	unknown	SEEG
B7	35.255	-31.722	37.984	unknown	SEEG
B8	38.891	-31.963	37.984	unknown	SEEG
B9	42.406	-31.963	37.984	unknown	SEEG
B10	45.679	-32.204	37.984	unknown	SEEG
B11	49.315	-32.324	37.863	unknown	SEEG
B12	52.709	-32.323	37.500	unknown	SEEG
B13	56.588	-32.445	37.500	unknown	SEEG
B14	59.873	-32.450	37.015	unknown	SEEG
C1	14.164	-35.599	35.071	unknown	SEEG
C2	16.633	-35.900	35.011	unknown	SEEG
C3	19.962	-36.400	34.500	unknown	SEEG
C4	23.560	-37.140	33.886	unknown	SEEG
C5	26.858	-37.622	33.886	unknown	SEEG
C6	30.457	-38.201	33.500	unknown	SEEG
C7	33.656	-38.601	33.500	unknown	SEEG
C8	37.054	-39.301	33.500	unknown	SEEG
C9	40.452	-40.030	33.042	unknown	SEEG
C10	43.951	-40.632	32.801	unknown	SEEG
C11	47.349	-41.102	32.500	unknown	SEEG
C12	50.748	-41.803	32.500	unknown	SEEG
C13	54.285	-42.394	32.500	unknown	SEEG
C14	58.164	-43.040	32.500	unknown	SEEG
D1	16.940	-22.785	23.060	unknown	SEEG
D2	20.063	-23.250	23.346	unknown	SEEG
D3	23.435	-24.343	23.346	unknown	SEEG
D4	26.807	-24.839	23.545	unknown	SEEG
D5	30.179	-25.733	23.545	unknown	SEEG
D6	33.676	-26.428	23.545	unknown	SEEG
D7	37.423	-27.321	23.545	unknown	SEEG
D8	40.795	-27.818	23.545	unknown	SEEG
D9	44.292	-28.861	23.390	unknown	SEEG
D10	47.540	-29.544	23.526	unknown	SEEG
D11	51.162	-30.364	23.390	unknown	SEEG
D12	54.659	-31.047	23.253	unknown	SEEG
D13	57.906	-32.003	23.390	unknown	SEEG
D14	61.154	-32.550	23.390	unknown	SEEG
D15	64.528	-33.506	23.390	unknown	SEEG
D16	68.076	-34.028	23.060	unknown	SEEG
E1	46.022	-10.465	23.958	unknown	SEEG
E2	48.384	-10.864	23.958	unknown	SEEG
E3	52.006	-11.577	23.299	unknown	SEEG
E4	55.253	-12.206	22.921	unknown	SEEG
E5	58.625	-12.989	22.500	unknown	SEEG
E6	61.998	-13.588	22.166	unknown	SEEG
E7	65.620	-14.217	21.914	unknown	SEEG
E8	69.491	-14.865	21.500	unknown	SEEG
F1	9.346	-50.475	18.500	unknown	SEEG
F2	11.951	-50.910	18.500	unknown	SEEG
F3	15.425	-51.552	18.014	unknown	SEEG
F4	18.790	-51.996	17.500	unknown	SEEG
F5	22.047	-52.431	17.500	unknown	SEEG
F6	25.738	-53.060	16.881	unknown	SEEG
F7	29.103	-53.517	16.500	unknown	SEEG
F8	33.011	-54.061	16.500	unknown	SEEG
F9	36.268	-54.604	15.500	unknown	SEEG
F10	39.524	-55.039	15.500	unknown	SEEG
F11	43.215	-55.575	15.120	unknown	SEEG
F12	46.798	-56.234	14.500	unknown	SEEG
F13	50.312	-56.601	14.500	unknown	SEEG
F14	53.740	-57.360	14.066	unknown	SEEG
G1	35.383	-33.789	11.500	unknown	SEEG
G2	37.935	-34.514	10.474	unknown	SEEG
G3	40.975	-36.472	9.930	unknown	SEEG
G4	43.906	-38.539	9.059	unknown	SEEG
G5	47.162	-40.176	8.500	unknown	SEEG
G6	49.792	-41.585	8.044	unknown	SEEG
G7	52.916	-43.434	6.990	unknown	SEEG
G8	56.498	-45.392	6.500	unknown	SEEG
H1	48.809	-14.928	2.860	unknown	SEEG
H2	51.850	-15.229	1.906	unknown	SEEG
H3	55.641	-14.794	1.143	unknown	SEEG
H4	58.890	-14.794	0.490	unknown	SEEG
H5	62.139	-14.685	0.272	unknown	SEEG
H6	65.713	-14.685	-0.490	unknown	SEEG
H7	68.908	-14.741	-0.900	unknown	SEEG
