name	x	y	z	size	type
A1	4.760	30.048	23.319	unknown	SEEG
A2	8.715	30.059	22.479	unknown	SEEG
A3	12.917	30.059	22.554	unknown	SEEG
A4	17.107	30.059	22.479	unknown	SEEG
A5	21.902	29.478	22.559	unknown	SEEG
A6	26.005	29.531	22.496	unknown	SEEG
A7	30.819	29.329	22.399	unknown	SEEG
A8	34.954	29.095	22.399	unknown	SEEG
A9	39.367	28.548	22.630	unknown	SEEG
A10	44.018	28.477	22.698	unknown	SEEG
A11	48.295	27.923	23.000	unknown	SEEG
A12	52.411	27.949	23.034	unknown	SEEG
A13	57.179	27.422	23.034	unknown	SEEG
A14	61.946	26.699	23.235	unknown	SEEG
A15	66.109	26.699	23.504	unknown	SEEG
A16	70.706	26.649	23.000	unknown	SEEG
B1	6.069	64.336	29.378	unknown	SEEG
B2	8.791	64.336	28.422	unknown	SEEG
B3	12.367	64.336	28.422	unknown	SEEG
B4	15.393	64.336	27.596	unknown	SEEG
B5	18.831	64.336	27.458	unknown	SEEG
B6	22.819	64.336	26.632	unknown	SEEG
B7	26.119	64.336	26.357	unknown	SEEG
B8	29.427	64.295	26.000	unknown	SEEG
B9	32.995	64.336	25.531	unknown	SEEG
B10	36.605	64.566	25.000	unknown	SEEG
B11	40.009	64.566	24.567	unknown	SEEG
B12	43.377	64.566	24.000	unknown	SEEG
B13	47.297	64.566	23.466	unknown	SEEG
B14	50.237	64.481	23.581	unknown	SEEG
C1	7.485	46.670	15.000	unknown	SEEG
C2	10.854	46.406	14.518	unknown	SEEG
C3	14.017	46.406	14.518	unknown	SEEG
C4	17.385	46.550	14.000	unknown	SEEG
C5	20.725	46.789	14.000	unknown	SEEG
C6	24.056	46.934	13.555	unknown	SEEG
C7	27.632	47.505	13.417	unknown	SEEG
C8	31.221	47.505	13.000	unknown	SEEG
C9	34.681	47.744	13.000	unknown	SEEG
C10	38.497	47.983	13.000	unknown	SEEG
C11	41.837	48.170	12.523	unknown	SEEG
C12	45.416	48.720	12.385	unknown	SEEG
C13	48.994	48.699	12.000	unknown	SEEG
C14	52.045	49.110	12.000	unknown	SEEG
C15	56.108	49.270	11.559	unknown	SEEG
C16	59.617	49.511	11.710	unknown	SEEG
D1	4.539	56.602	7.209	unknown	SEEG
D2	7.871	56.602	6.494	unknown	SEEG
D3	11.318	56.426	6.442	unknown	SEEG
D4	14.531	55.898	6.442	unknown	SEEG
D5	17.982	55.898	6.204	unknown	SEEG
D6	21.696	56.056	6.000	unknown	SEEG
D7	25.003	55.898	5.608	unknown	SEEG
D8	28.692	55.898	5.370	unknown	SEEG
D9	32.232	56.056	5.000	unknown	SEEG
D10	35.714	56.057	4.521	unknown	SEEG
D11	39.165	55.898	4.536	unknown	SEEG
D12	42.378	55.898	4.536	unknown	SEEG
D13	46.366	56.078	4.000	unknown	SEEG
D14	49.756	56.431	3.464	unknown	SEEG
D15	52.969	56.431	3.345	unknown	SEEG
D16	56.681	56.422	3.078	unknown	SEEG
E1	1.830	70.998	-0.520	unknown	SEEG
E2	5.523	70.664	-0.809	unknown	SEEG
E3	8.829	70.664	-1.545	unknown	SEEG
E4	12.410	71.191	-1.545	unknown	SEEG
E5	16.017	71.435	-2.000	unknown	SEEG
E6	19.284	71.435	-2.000	unknown	SEEG
E7	22.969	71.719	-2.464	unknown	SEEG
E8	26.090	71.719	-2.556	unknown	SEEG
E9	29.855	71.990	-2.556	unknown	SEEG
E10	33.436	71.990	-2.740	unknown	SEEG
E11	36.826	71.990	-3.000	unknown	SEEG
E12	40.611	72.133	-3.000	unknown	SEEG
F1	6.671	57.117	-12.620	unknown	SEEG
F2	9.875	56.524	-12.620	unknown	SEEG
F3	13.534	56.393	-12.620	unknown	SEEG
F4	16.931	56.131	-12.620	unknown	SEEG
F5	20.329	56.000	-12.620	unknown	SEEG
F6	23.726	56.000	-12.620	unknown	SEEG
F7	27.385	55.477	-12.620	unknown	SEEG
F8	30.782	55.477	-12.620	unknown	SEEG
F9	34.441	55.085	-12.620	unknown	SEEG
F10	37.839	54.692	-12.620	unknown	SEEG
F11	41.236	54.431	-12.620	unknown	SEEG
F12	44.764	54.431	-12.620	unknown	SEEG
F13	48.423	53.908	-12.620	unknown	SEEG
F14	51.690	53.908	-12.620	unknown	SEEG
F15	55.087	53.646	-12.620	unknown	SEEG
F16	58.876	53.384	-13.000	unknown	SEEG
G1	19.644	44.114	-21.000	unknown	SEEG
G2	22.420	43.705	-21.000	unknown	SEEG
G3	26.078	43.705	-21.000	unknown	SEEG
G4	29.476	43.705	-21.000	unknown	SEEG
G5	33.004	43.575	-21.000	unknown	SEEG
G6	36.447	43.242	-21.413	unknown	SEEG
G7	40.097	43.242	-21.413	unknown	SEEG
G8	43.487	43.242	-21.543	unknown	SEEG
G9	47.137	42.790	-21.413	unknown	SEEG
G10	50.657	42.790	-21.804	unknown	SEEG
G11	54.047	42.790	-21.935	unknown	SEEG
G12	57.570	42.920	-22.000	unknown	SEEG
G13	60.967	42.790	-22.000	unknown	SEEG
G14	64.542	42.734	-22.000	unknown	SEEG
H1	7.411	72.773	-19.935	unknown	SEEG
H2	10.671	72.246	-20.587	unknown	SEEG
H3	14.060	72.246	-20.587	unknown	SEEG
H4	17.454	71.958	-21.000	unknown	SEEG
H5	20.839	71.719	-21.370	unknown	SEEG
H6	24.490	71.191	-21.370	unknown	SEEG
H7	28.038	71.042	-22.000	unknown	SEEG
H8	31.269	70.519	-22.545	unknown	SEEG
H9	35.050	70.519	-22.806	unknown	SEEG
H10	38.492	70.127	-23.000	unknown	SEEG
H11	42.090	69.606	-23.408	unknown	SEEG
H12	45.287	69.343	-23.671	unknown	SEEG
H13	48.815	69.080	-24.000	unknown	SEEG
I1	18.096	49.019	-16.000	unknown	SEEG
I2	21.275	49.019	-16.800	unknown	SEEG
I3	24.665	49.019	-17.452	unknown	SEEG
